business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level,formatted_phone_number,formatted_address
OPERATIONAL,"{'location': {'lat': 52.0615402, 'lng': 4.3614429}, 'viewport': {'northeast': {'lat': 52.0628566302915, 'lng': 4.362838930291502}, 'southwest': {'lat': 52.0601586697085, 'lng': 4.360140969708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autogroothandel,{'open_now': True},,ChIJnYxw7E62xUcR2yQ4v-T9HFw,"{'compound_code': '3966+JH The Hague, Netherlands', 'global_code': '9F463966+JH'}",,ChIJnYxw7E62xUcR2yQ4v-T9HFw,GOOGLE,"['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']",,"Schietlood 1, Den Haag",,,06 42105415,"Schietlood 1, 2495 AN Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.062813, 'lng': 4.331796199999999}, 'viewport': {'northeast': {'lat': 52.0641876802915, 'lng': 4.333218980291502}, 'southwest': {'lat': 52.0614897197085, 'lng': 4.330521019708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Binck Autobedrijf,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102639507632459866966"">E.S. Vicente</a>'], 'photo_reference': 'AeJbb3db4d_-lwylDZ-fp0xWpLcfx7gG2glRSAiQtDolKGZ-2XZQ4Ug-U74UGzh_nKl-5jdlnN7G7MIBV26WU_jBKadU1gbbidbOakkacshJKcDBVuNc-7VUOkiGMDKJMIDUifNKhtBs05OT7RxoXuh3bpF2uRpXSPuVegVOK5b1yVnLsFlL', 'width': 2560}]",ChIJWVlWxv-2xUcRSOsFgHv4Bng,"{'compound_code': '387J+4P The Hague, Netherlands', 'global_code': '9F46387J+4P'}",3.6,ChIJWVlWxv-2xUcRSOsFgHv4Bng,GOOGLE,"['car_rental', 'car_repair', 'point_of_interest', 'establishment']",34,"Rijswijkseweg 273, Den Haag",,,06 57190947,"Rijswijkseweg 273, 2516 HE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0594525, 'lng': 4.3434333}, 'viewport': {'northeast': {'lat': 52.06082608029151, 'lng': 4.344825030291502}, 'southwest': {'lat': 52.05812811970851, 'lng': 4.342127069708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Onderhoud Reparatie Apk,,,ChIJtc4BC_i2xUcRou0YC3z1ySc,"{'compound_code': '385V+Q9 Rijswijk, Netherlands', 'global_code': '9F46385V+Q9'}",,ChIJtc4BC_i2xUcRou0YC3z1ySc,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Cromvlietkade 3, Rijswijk",,,none,"Cromvlietkade 3, 2281 TT Rijswijk, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0636618, 'lng': 4.3458545}, 'viewport': {'northeast': {'lat': 52.0649532302915, 'lng': 4.347288080291502}, 'southwest': {'lat': 52.0622552697085, 'lng': 4.344590119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,BINKBIKES Cargo,{'open_now': False},"[{'height': 466, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116565098180209618765"">BINKBIKES Cargo</a>'], 'photo_reference': 'AeJbb3eTZ4-RDnsxf3Eu6CcPRm_RwZ9Q6z3SPobEUUuMps8Kt6rqZz34ShhKLivgcV-FU75HwtbspsoxJ498SmO_-Vp3zamMV117ZxtgT0dYSwto00TKRQUSx9M2iQib7phKQpf5aGoDny1RGY8SkxAhUuAZsdYOKgb-nZo4VjrLJv5iQnUq', 'width': 828}]",ChIJV7IhZhW3xUcRZuSWU_dKeEk,"{'compound_code': '387W+F8 The Hague, Netherlands', 'global_code': '9F46387W+F8'}",4.8,ChIJV7IhZhW3xUcRZuSWU_dKeEk,GOOGLE,"['bicycle_store', 'parking', 'car_repair', 'store', 'point_of_interest', 'establishment']",45,"Maanweg 58, Den Haag",,,06 14376342,"Maanweg 58, 2516 AA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0688889, 'lng': 4.346666699999999}, 'viewport': {'northeast': {'lat': 52.07030538029149, 'lng': 4.347947530291501}, 'southwest': {'lat': 52.0676074197085, 'lng': 4.345249569708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bolman Motorcycles,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102606727141340415081"">Martin Hulsmann</a>'], 'photo_reference': 'AeJbb3ecHLBUghFi147i5fqenhOImfilnJg2c-OR-tnz6BkOe7Oji7ew2it35xWKoOZcb5GOz45g_YPGeuT-pL-cVTr11BSJSYLwmTjnmWj20gurRpbLL_-gh32zfpqbtESMYBHl-iPEhYNiFlVd2bWoVSIwN6DvoNp1V7M9X7fhOL65ZzrS', 'width': 4032}]",ChIJwxoNtaq3xUcRVTYBrEu8gR8,"{'compound_code': '389W+HM The Hague, Netherlands', 'global_code': '9F46389W+HM'}",4.6,ChIJwxoNtaq3xUcRVTYBrEu8gR8,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",154,"Zonweg 47, Den Haag",,,070 383 6000,"Zonweg 47, 2516 AK Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06433089999999, 'lng': 4.3408568}, 'viewport': {'northeast': {'lat': 52.06558778029149, 'lng': 4.342314980291502}, 'southwest': {'lat': 52.0628898197085, 'lng': 4.339617019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Top Garage Den Haag,,,ChIJsd1g1_62xUcR61gB9rX39Vk,"{'compound_code': '387R+P8 The Hague, Netherlands', 'global_code': '9F46387R+P8'}",4,ChIJsd1g1_62xUcR61gB9rX39Vk,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",5,"Binckhorstlaan 293 B, Den Haag",,,none,"Binckhorstlaan 293 B, 2516 BC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0699122, 'lng': 4.346806300000001}, 'viewport': {'northeast': {'lat': 52.0709633802915, 'lng': 4.348802930291502}, 'southwest': {'lat': 52.0682654197085, 'lng': 4.346104969708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Zeeuw & Zeeuw Centraal Magazijn,{'open_now': True},"[{'height': 696, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111393740239852154597"">Zeeuw &amp; Zeeuw Centraal Magazijn</a>'], 'photo_reference': 'AeJbb3elXr3JCThA7RKmovK-Z-95xAOEqC-CVrx1_z5dORA7f1k4E4xGEpL-MMpb0KFkAHXD93HrFkReRDHLPgUxWOPsB9-0ezrHCbbofnFuW8NghK3FG_1Q1qaupWQtF5kQeomjNAJb-vb8HMPkNs-iKQwhjZA64d8eT_iu7ITY1ULY7YzX', 'width': 1360}]",ChIJyfP3lQK3xUcR5524p8f6F-I,"{'compound_code': '389W+XP The Hague, Netherlands', 'global_code': '9F46389W+XP'}",4.3,ChIJyfP3lQK3xUcR5524p8f6F-I,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",14,"Noorderkroonstraat 4, Den Haag",,,070 388 7355,"Noorderkroonstraat 4, 2516 CA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06896769999999, 'lng': 4.365205899999999}, 'viewport': {'northeast': {'lat': 52.0703331802915, 'lng': 4.366440180291502}, 'southwest': {'lat': 52.0676352197085, 'lng': 4.363742219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bosch Car Service Tuynder,{'open_now': True},"[{'height': 1291, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108601300816282599187"">Martin Postma</a>'], 'photo_reference': 'AeJbb3dTUphe8YwUtkjitk47IgwRbLgogZl7CFVmfmVcr22KYqYrvG9vJmSQeSnbLFv-UufoRbxDpmRBSa_zPHwM8ZFHi3nrIDSCSuuK7lm9Q26DPUErfYH6rWs62NcasDO65IX8N2geJx0qvv1WWpYeI3DqVxnqmTSo97RiffJY7wHVzSeP', 'width': 2295}]",ChIJk-JHpLS3xUcRZugVy4gIuV0,"{'compound_code': '3998+H3 Voorburg, Netherlands', 'global_code': '9F463998+H3'}",4.6,ChIJk-JHpLS3xUcRZugVy4gIuV0,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",15,"Parkweg 74-C, Voorburg",,,070 386 7590,"Parkweg 74-C, 2271 AM Voorburg, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0698279, 'lng': 4.346250599999999}, 'viewport': {'northeast': {'lat': 52.0711524802915, 'lng': 4.347443280291501}, 'southwest': {'lat': 52.0684545197085, 'lng': 4.344745319708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Zeeuw & Zeeuw Nissan Den Haag,{'open_now': True},"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100534090945778064082"">Zeeuw &amp; Zeeuw Nissan Den Haag</a>'], 'photo_reference': 'AeJbb3e6Q5cYNMTxd5Kdf8YMLOv5Fp4x0kPBWqyrn3HRPqvd60i8h16c1rQpGC3FPr6UO3iSp2FHQkslj2W2gsRTBsm4ILSIxPLRtZBg-X1OIjZABHSdI9bZnFcXoIoaypCdOFvQaGVrwLaw0oOhFYw1SY5wq6N6z4gsrpDrDCx0VAboZdZI', 'width': 3000}]",ChIJC7pbdfazxUcRe6n6z-fv5No,"{'compound_code': '389W+WG The Hague, Netherlands', 'global_code': '9F46389W+WG'}",4.2,ChIJC7pbdfazxUcRe6n6z-fv5No,GOOGLE,"['car_repair', 'car_dealer', 'store', 'point_of_interest', 'establishment']",70,"Grote Beerstraat 35, Den Haag",,,070 750 4604,"Grote Beerstraat 35, 2516 BZ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06433189999999, 'lng': 4.363465199999998}, 'viewport': {'northeast': {'lat': 52.06572888029149, 'lng': 4.364753080291501}, 'southwest': {'lat': 52.0630309197085, 'lng': 4.362055119708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dynamo & Startmotoren Service Den Haag,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103926766865550870271"">Paul Verschoof</a>'], 'photo_reference': 'AeJbb3eC8MGDFFLXA-4Ez1fCQkWYKkNo2a3gsw5IP2Etp-hGihtAsHSpyYyOTXeklCMBQKLN7htr4sx9muVXx_T3cDgAWRsdp7Ind9BnZo-QeQVBPb_BcSIUlpNHEL_-lh7TzH_elfKh8hjUE_FrFpsFhabWeHFQ0pt-HzVIawRBU_Uw4Tf8', 'width': 4000}]",ChIJ-w7nc0y2xUcR6yX_mHF2YYU,"{'compound_code': '3977+P9 The Hague, Netherlands', 'global_code': '9F463977+P9'}",4.6,ChIJ-w7nc0y2xUcR6yX_mHF2YYU,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",76,"Westvlietweg 65-N, Den Haag",,,070 317 7881,"Westvlietweg 65-N, 2495 AA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0643589, 'lng': 4.363470299999999}, 'viewport': {'northeast': {'lat': 52.0657482302915, 'lng': 4.364767880291502}, 'southwest': {'lat': 52.0630502697085, 'lng': 4.362069919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ChipsAway Nederland,{'open_now': True},"[{'height': 400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116469622407532526641"">Yk Kn</a>'], 'photo_reference': 'AeJbb3eDsJw1Znq1icC80CiXrAjF75L4YK_NSAGWAZ67XjhPJW989iFWzKhDvWUUpJ_DDADFvYWXiH954vgImNj66GvKUuuSVFOAR6O1NY3F2KHH8jIGc0ku23_9Lw3hrglRaaahHeFUqozqCTi7btSKwpE-IBp4M2a_zCMSzrReER_n1vbl', 'width': 752}]",ChIJrYzDc0y2xUcRk5Rl8it-bCw,"{'compound_code': '3977+P9 The Hague, Netherlands', 'global_code': '9F463977+P9'}",4.2,ChIJrYzDc0y2xUcRk5Rl8it-bCw,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",20,"Westvlietweg 68P, Den Haag",,,06 28227076,"Westvlietweg 68P, 2495 AA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0709096, 'lng': 4.3625543}, 'viewport': {'northeast': {'lat': 52.0722908802915, 'lng': 4.363826230291503}, 'southwest': {'lat': 52.0695929197085, 'lng': 4.361128269708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Garage Van Dorp & De Groot,{'open_now': True},"[{'height': 2336, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118164090099810122225"">Jan van der Wolf</a>'], 'photo_reference': 'AeJbb3cHMWjexEMQvolGmkEV8PGE1OyXRz2eM9V79VMv-kJ5V28lIUwATb_dUGlBtBNt5Mn7ato_tn_keuImwLrqwX53YPrBJLMWLOOtqTb1b2SfXLtx91UploLdoj2Hrz_GlVl8KLFJsxJxW0gdrmU8HTWfrjfC4O7Cdscz43huBL4bh4bA', 'width': 4160}]",ChIJyzssqLO3xUcR16wjZLbszwI,"{'compound_code': '39C7+92 Voorburg, Netherlands', 'global_code': '9F4639C7+92'}",4.9,ChIJyzssqLO3xUcR16wjZLbszwI,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",64,"Laan van Haagvliet 24A, Voorburg",,,070 386 1175,"Laan van Haagvliet 24A, 2271 XP Voorburg, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0704753, 'lng': 4.353685599999999}, 'viewport': {'northeast': {'lat': 52.0719646302915, 'lng': 4.355214480291502}, 'southwest': {'lat': 52.0692666697085, 'lng': 4.352516519708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Mechanic,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110118812274389472698"">J Vreugdenhil</a>'], 'photo_reference': 'AeJbb3crFaKmygSGf9tAsQUFZnjyNOOZPIiuqeJymPM4BaDwlHXIovQZ3xXwsKg1HuA9KrovNtx_yDE424nuH1uiCBusvt_GktbxQUc3GGLcyIZ02i75hdw-sQvnZWqaq83Zs_J9rKskmNs-7jGFvtcPaCnL-r-pHWiUiqoBwGwtfzJc-Q7Q', 'width': 2268}]",ChIJgafiLhDIxUcRFT2c-ImYC9s,"{'compound_code': '39C3+5F Voorburg, Netherlands', 'global_code': '9F4639C3+5F'}",4.8,ChIJgafiLhDIxUcRFT2c-ImYC9s,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",43,"Van Leijdenstraat 2C, Voorburg",,,070 820 9890,"Van Leijdenstraat 2C, 2274 AW Voorburg, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06690889999999, 'lng': 4.3619249}, 'viewport': {'northeast': {'lat': 52.06829843029149, 'lng': 4.363218980291501}, 'southwest': {'lat': 52.06560046970849, 'lng': 4.360521019708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sydney’s Car Service,{'open_now': True},"[{'height': 901, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108602885817253006785"">Sydney’s Car Service</a>'], 'photo_reference': 'AeJbb3drjmjJzFJxv_suiRrBXu_B7dTHqNFS86iglB4Zyytz4w9OejDPyvkXPuTKSuE2AKXJnjHn_o2RhBdZkM4S4tYadF6Q5I3m714m-btMLRqoXVdthinexrBARPJr4cP20uGbQSpCaZG7Dvmxb0vX9LMXhktRknbTz8eKpzesWJbZEV5f', 'width': 1600}]",ChIJgRD-zGW3xUcRMDnJb84SCWw,"{'compound_code': '3986+QQ Voorburg, Netherlands', 'global_code': '9F463986+QQ'}",5,ChIJgRD-zGW3xUcRMDnJb84SCWw,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",2,"Zwartepad 23, Voorburg",,,06 16700012,"Zwartepad 23, 2271 BT Voorburg, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06916330000001, 'lng': 4.3473381}, 'viewport': {'northeast': {'lat': 52.0705637302915, 'lng': 4.348608880291502}, 'southwest': {'lat': 52.0678657697085, 'lng': 4.345910919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Car Center S. Duman - RDW erkend -inkoop verkoop- reparatie & onderhoud,{'open_now': True},"[{'height': 1025, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106653394339190957698"">Car Center S. Duman - RDW erkend -inkoop verkoop- reparatie &amp; onderhoud</a>'], 'photo_reference': 'AeJbb3cKoXx4udsm9YgpJiz0TVwSGsVFnOcXcPk0qR-_axmKO55HV9CKgui-6UYI7h7VcbZ5NjE9UJW330MBY_8j0BMtCcrRkbnS6ZZrbzM7rZ6261OpiSxmR48a5FKBAkGGrFozjWckrGw6NkJgMF5EbPumffusL68bDbp-weuQBEup0BOb', 'width': 1600}]",ChIJceJDzqq3xUcRrLtheuMFS-U,"{'compound_code': '389W+MW The Hague, Netherlands', 'global_code': '9F46389W+MW'}",4.8,ChIJceJDzqq3xUcRrLtheuMFS-U,GOOGLE,"['car_repair', 'car_dealer', 'store', 'point_of_interest', 'establishment']",87,"Zonweg 61, Den Haag",,,070 383 0108,"Zonweg 61, 2516 AK Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06894369999999, 'lng': 4.347823899999999}, 'viewport': {'northeast': {'lat': 52.0705043802915, 'lng': 4.348909880291502}, 'southwest': {'lat': 52.0678064197085, 'lng': 4.346211919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autobedrijf Hans Beukers Binckhorst B.V.,,,ChIJO6ZhAma3xUcRvI8ocwx8WAE,"{'compound_code': '389X+H4 The Hague, Netherlands', 'global_code': '9F46389X+H4'}",1,ChIJO6ZhAma3xUcRvI8ocwx8WAE,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",1,"Zonweg 57, Den Haag",,,070 221 1531,"Zonweg 57, 2516 AK Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06907009999999, 'lng': 4.347146499999999}, 'viewport': {'northeast': {'lat': 52.0704637802915, 'lng': 4.348387630291502}, 'southwest': {'lat': 52.06776581970851, 'lng': 4.345689669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Profile Den Haag, Binckhorst",{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102459865645860918832"">Dan M</a>'], 'photo_reference': 'AeJbb3clBwfPm5k4HzBu9_j3pJ5btABmokdQitqr1mWFNaO0qWqotxy-2ZlWs8eMmVpqKgeefAbtTB4GBetejkycujH7UkSyEBqOZ6PFBVXWV8HZXl5KxAbONkfa2UapyY0SO-csle1lNlbV_fX0ZuZ0bSRBb9OEv1xf4qc7Gj82bedYb91p', 'width': 4608}]",ChIJ02x4zaq3xUcR_KjiMCb1n1Y,"{'compound_code': '389W+JV The Hague, Netherlands', 'global_code': '9F46389W+JV'}",4.5,ChIJ02x4zaq3xUcR_KjiMCb1n1Y,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",55,"Zonweg 57, Den Haag",,,070 221 1531,"Zonweg 57, 2516 AK Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06946169999999, 'lng': 4.3464235}, 'viewport': {'northeast': {'lat': 52.07091373029149, 'lng': 4.348003680291503}, 'southwest': {'lat': 52.06821576970849, 'lng': 4.345305719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Dacia Den Haag Binckhorst Zeeuw & Zeeuw,{'open_now': True},"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107747147060611635203"">Dacia Den Haag Binckhorst Zeeuw &amp; Zeeuw</a>'], 'photo_reference': 'AeJbb3cLhyUZPbQM0RS3IlWq67FxaW9TaVU_C5DlM3FZg5c3SLtq-0UyMiwAMz9NctAKQDsK6OLvkP0Gj-HSXWYWe1ZyYwEbf0F3w4v47dXqk4cMHBdio-DfDvRVt4S2vuTR3oO9CkjQaGLF-MnMVZJsl4okP-ra8VxaNfGqauM1ktAnyCfQ', 'width': 640}]",ChIJNZOhLmi3xUcRAQ4hm8Wk_lA,"{'compound_code': '389W+QH The Hague, Netherlands', 'global_code': '9F46389W+QH'}",4.7,ChIJNZOhLmi3xUcRAQ4hm8Wk_lA,GOOGLE,"['car_repair', 'car_dealer', 'store', 'point_of_interest', 'establishment']",7,"Zonweg 60, Den Haag",,,070 364 3830,"Zonweg 60, 2516 BM Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.01876350000001, 'lng': 4.335450000000001}, 'viewport': {'northeast': {'lat': 52.0201332302915, 'lng': 4.336853530291503}, 'southwest': {'lat': 52.0174352697085, 'lng': 4.334155569708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Car Restyle Uitdeuktechniek,{'open_now': True},"[{'height': 1242, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107715512418015625652"">Car Restyle Uitdeuktechniek</a>'], 'photo_reference': 'AeJbb3ee7g5mD0GdUR7CaSv4ntf9Jrcdry9LaenIGXlHAsSNnAbkz8QEPA2jfM4-_c6KhHRzY2V2nLImOLbZV4ui_OZg3tjjc6AHvslzGVNi_6FH2oXy6J7m6J_-8RsQ8EtIF1WQ42uIRyzNVWmaRv4Aq7mWXI_UT8tbNyLD1Ks8rcPnL5SO', 'width': 2208}]",ChIJj5Q0Tp-xxUcROyKwUo2HTcQ,"{'compound_code': '289P+G5 Rijswijk, Netherlands', 'global_code': '9F46289P+G5'}",5,ChIJj5Q0Tp-xxUcROyKwUo2HTcQ,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",5,"Rentmeesterstraat 77, Rijswijk",,,06 21673807,"Rentmeesterstraat 77, 2288 Rijswijk, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0193634, 'lng': 4.335682300000001}, 'viewport': {'northeast': {'lat': 52.0207603302915, 'lng': 4.336981430291503}, 'southwest': {'lat': 52.0180623697085, 'lng': 4.334283469708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rhino Tuning,{'open_now': False},"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109564638664625479153"">Rhino Tuning</a>'], 'photo_reference': 'AeJbb3f7qlLaZInuHAX9XvqzX97r3vuTC9AzkBs2WrV0dAMwnnC33Uuiu0k7rOLtF438uh2TW2s_tERu4xO-tglLgwO8v5N6nOQrDGtiyv05uPaWPY0jQcmxO3NBZ-SZ6Vc9rSOM0dh6jEIhY1caBBMtTyEg4qo2I0eAe9suMVFNEN5Dp18t', 'width': 1440}]",ChIJVdrDicy3xUcRJDgqlZQGhTY,"{'compound_code': '289P+P7 Rijswijk, Netherlands', 'global_code': '9F46289P+P7'}",5,ChIJVdrDicy3xUcRJDgqlZQGhTY,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",390,"Laan van Het Haantje 62, Rijswijk",,,070 204 2900,"Laan van Het Haantje 62, 2288 GT Rijswijk, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0187663, 'lng': 4.335992199999999}, 'viewport': {'northeast': {'lat': 52.02006103029149, 'lng': 4.337198580291503}, 'southwest': {'lat': 52.01736306970849, 'lng': 4.334500619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nemo Autoverhuur,,,ChIJn0mdeyq1xUcRCStdMkjcq18,"{'compound_code': '289P+G9 Rijswijk, Netherlands', 'global_code': '9F46289P+G9'}",5,ChIJn0mdeyq1xUcRCStdMkjcq18,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",2,"Rentmeesterstraat 25, Rijswijk",,,06 21187619,"Rentmeesterstraat 25, 2288 GW Rijswijk, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.01868549999999, 'lng': 4.335840199999999}, 'viewport': {'northeast': {'lat': 52.0200125302915, 'lng': 4.337132480291501}, 'southwest': {'lat': 52.0173145697085, 'lng': 4.334434519708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spuiterij Spa,{'open_now': True},"[{'height': 1606, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110511921424077155739"">Spuiterij Spa</a>'], 'photo_reference': 'AeJbb3fZSDRvkK6glTIThGaSAMA5AcDuw_HxxlMV1ybRGCS9M8NTm9Cm22RrpwZp3BozoltvIsxz56DvgCuLkRKv5FlelDHkdE0mYJptjegPD1Ve-nrvdGOQJxpohZ8E4O81Fyd7LEM-TZdLYIBRv5iBLQlBI1VJz7BAH7_4FoCKTcBt11gj', 'width': 2855}]",ChIJr8y1KkS1xUcRurPoNpZA8VA,"{'compound_code': '289P+F8 Rijswijk, Netherlands', 'global_code': '9F46289P+F8'}",5,ChIJr8y1KkS1xUcRurPoNpZA8VA,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",7,"Laan van Het Haantje 46, Rijswijk",,,06 51540510,"Laan van Het Haantje 46, 2288 GT Rijswijk, Netherlands"
