company_name,Street_Address,City_Address,Telephone,email,websiteurl,ul,tags
Verkeersschool Collewijn,Jan Rebelstraat 18 A,1069 CC Amsterdam,020-6133339,info@collewijn.net,www.collewijn.net,https://www.bovag.nl/Leden/Verkeersschool-Collewijn,[]
Kroon Fietsentechniek,Portengen 36 ,3628 EE Kockengen,06-28129598,info@kroonfietsentechniek.nl,www.kroonfietsentechniek.nl,https://www.bovag.nl/Leden/Kroon-Fietsentechniek,[]
Visser Tweewielers,Hoofdstraat 214 -216,2071 EN Santpoort-Noord,023-8888679,info@vissertweewielers.nl,www.vissertweewielers.nl,https://www.bovag.nl/Leden/Visser-Tweewielers,[]
Autobedrijf Van Oostrum,Heeswijk 163 ,3417 GP Montfoort,0348-472063,info@autobedrijfvanoostrum.nl,www.autobedrijfvanoostrum.nl,https://www.bovag.nl/Leden/Autobedrijf-Van-Oostrum,[]
Nederveen opleidingen en trainingen BV,Hakgriend 4 F,3371 KA Hardinxveld-Giessendam,0184-614674,info@nederveen.com,www.nederveen.com,https://www.bovag.nl/Leden/Nederveen-opleidingen-en-trainingen-BV,[]
Rijschool Right,Tussen Meer 269 ,1069 DP Amsterdam,636144143,info@rijschoolright.nl,www.rijschoolright.nl,https://www.bovag.nl/Leden/Rijschool-Right,[]
Autobedrijf Jan Verbree B.V.,Dorp 276 A,3405 BL Benschop,0348-451203,info@vakgarageverbree-benschop.nl,www.autoverbree.nl,https://www.bovag.nl/Leden/Autobedrijf-Jan-Verbree-B-V,[]
Autobedrijf Buyk,Rijshaak 15 ,3371 KC Hardinxveld-Giessendam,0184-633616,info@autobedrijfbuyk.nl,www.autobedrijfbuyk.nl,https://www.bovag.nl/Leden/Autobedrijf-Buyk,[]
Rijwielhuys Santpoort,Narcissenstraat 12 ,2071 NM Santpoort-Noord,023-5382677,info@rijwielhuys.nl,www.rijwielhuys.nl,https://www.bovag.nl/Leden/Rijwielhuys-Santpoort,[]
Automobielbedrijf E.M.van der Laan & Zn.,Osdorperweg 547 ,1067 ST Amsterdam,020-6190087,info@emvdlaan.nl,www.emvdlaan.nl,https://www.bovag.nl/Leden/Automobielbedrijf-E-M-van-der-Laan-Zn,[]
Logic Vision B.V.,Hakgriend 18 B,3371 KA Hardinxveld-Giessendam,0184-677588,info@logicvision.nl,www.logicvision.nl,https://www.bovag.nl/Leden/Logic-Vision-B-V,[]
Automobielbedrijf Tinholt,Klompenmakerstraat 43 ,1991 JJ Velserbroek,023-5385550,info@tinholt.nl,www.tinholt.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Tinholt,[]
Garagebedrijf Schouten Polsbroek B.V.,Copenweg 49 ,3411 NX Lopik,0348-558060,info@garage-schouten.nl,www.garage-schouten.nl,https://www.bovag.nl/Leden/Garagebedrijf-Schouten-Polsbroek-B-V,[]
Autobedrijf Nieuwendijk Amstelveen,Traviatastraat 2 ,1183 NZ Amstelveen,020-4263950,info@renault-nieuwendijk.nl,www.renault-nieuwendijk.nl,https://www.bovag.nl/Leden/Autobedrijf-Nieuwendijk-Amstelveen,[]
Padmos Marine & Industrial Diesel B.V.,Haven Noordzijde 1 ,4318 AB Brouwershaven,31111692407,sales@padmos.com,www.padmos.com,https://www.bovag.nl/Leden/Padmos-Marine-Industrial-Diesel-B-V,[]
Automobielbedrijf Tinholt,Klompenmakerstraat 33 ,1991 JJ Velserbroek,023-5385550,info@tinholt.nl,www.tinholt.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Tinholt-(1),[]
Autobedrijf Slager,Poortdijkstraat 63 ,4318 AM Brouwershaven,0111-691344,info@autobedrijfslager.nl,www.autobedrijfslager.nl,https://www.bovag.nl/Leden/Autobedrijf-Slager,[]
Automobielbedrijf Velserbeek B.V.,Kleermakerstraat 71 ,1991 JL Velserbroek,023-5132929,verkooprenault@velserbeek.nl,www.velserbeek.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Velserbeek-B-V,[]
Diks Autoverhuur,Koen van Oosterwijklaan 6 A,1181 DT Amstelveen,020-6432500,amstelveen@diks.net,www.diks.net,https://www.bovag.nl/Leden/Diks-Autoverhuur,[]
R. Gaddur Autorijschool,Diepenbeekplantsoen 18 ,1066 KH Amsterdam,06-41156144,gaddurautorijschool@gmail.com,,https://www.bovag.nl/Leden/R-Gaddur-Autorijschool,[]
Verkeersschool Post,Dokweg 38 ,1976 CA IJmuiden,0255-536917,info@postverkeerseducatie.nl,www.verkeersschoolpost.nl,https://www.bovag.nl/Leden/Verkeersschool-Post,[]
Fred Slim Automobielbedrijf,James Wattstraat 1 a,1976 BA IJmuiden,0255-519339,info@fredslimautomobielbedrijf.nl,www.fredslimautomobielbedrijf.nl,https://www.bovag.nl/Leden/Fred-Slim-Automobielbedrijf,[]
Automobielbedrijf Ruud Koks B.V.,Zadelmakerstraat 48 ,1991 JE Velserbroek,023-5370219,rkoks@ruudkoks.nl,www.ruudkoks.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Ruud-Koks-B-V,[]
Autobedrijf Wegman B.V.,Industrieweg 4 ,4233 GA Ameide,085-0706700,info@autobedrijfwegman.nl,www.autobedrijfwegman.nl,https://www.bovag.nl/Leden/Autobedrijf-Wegman-B-V,[]
Firma van Laar,Pieter Calandlaan 120 ,1068 NP Amsterdam,020-6199896,info@firmavanlaar.nl,www.firmavanlaar.nl,https://www.bovag.nl/Leden/Firma-van-Laar,[]
Technisch Centrum Cor Verhoeven,Dorpsstraat 74 ,3381 AH Giessenburg,0184-651327,info@corverhoeven.nl,www.corverhoeven.nl,https://www.bovag.nl/Leden/Technisch-Centrum-Cor-Verhoeven,[]
Rondo,Rondweg 22 ,1976 BW IJmuiden,06-21284072,info@rondo-aanhangwagens.nl,www.rondo-aanhangwagens.nl,https://www.bovag.nl/Leden/Rondo,[]
Zenith Automobielbedrijf BV,Jacob de Graeflaan 2 ,1181 DN Amstelveen,020-6433989,werkplaats@zenithauto.nl,www.zenithauto.nl,https://www.bovag.nl/Leden/Zenith-Automobielbedrijf-BV,[]
Autoservice Velserbroek B.V.,Meubelmakerstraat 9 F,1991 JD Velserbroek,653962893,info@autoservicevelserbroek.nl,www.autoservicevelserbroek.nl,https://www.bovag.nl/Leden/Autoservice-Velserbroek-B-V,[]
BOB Autowas 2 B.V.,Meubelmakerstraat 11 ,1991 JD Velserbroek,0294-491567,info@bobautowas.nl,www.bobautowas.nl,https://www.bovag.nl/Leden/BOB-Autowas-2-B-V,[]
Automobielbedrijf MAVE B.V.,Wagenmakerstraat 2 ,1991 JA Velserbroek,023-5132929,johan@velserbeek.nl,www.velserbeek.hyundai.nl,https://www.bovag.nl/Leden/Automobielbedrijf-MAVE-B-V,[]
Het Occasionhuis / Motorhuis Velsen,Zeilmakerstraat 15 ,1991 JC Velserbroek,023-5173120,,www.motorhuis.nl,https://www.bovag.nl/Leden/Het-Occasionhuis-Motorhuis-Velsen,[]
Zwart Techniek B.V.,Middenhavenstraat 76 ,1976 CM IJmuiden,0255-630304,info@zwarttechniek.com,www.zwarttechniek.com,https://www.bovag.nl/Leden/Zwart-Techniek-B-V,[]
Koene Auto,Broekerdreef 120 ,1991 AZ Velserbroek,023-5379700,info@koene.nl,www.koene.nl,https://www.bovag.nl/Leden/Koene-Auto,[]
PK Autoservice B.V.,Broekerdreef 100 ,1991 AZ Velserbroek,023-5384114,info@vakgaragepkautoservice.nl,www.vakgaragepkautoservice.nl,https://www.bovag.nl/Leden/PK-Autoservice-B-V,[]
Autobedrijf Gebr. Bikker B.V.,Grotewaard 29 ,4225 PB Noordeloos,0183-581335,info@autobikker.nl,www.autobikker.nl,https://www.bovag.nl/Leden/Autobedrijf-Gebr-Bikker-B-V,[]
Haeck Tweewielers,Kerkstraat 29 ,4311 BB Bruinisse,0111-481663,info@haecktweewielers.nl,www.haecktweewielers.nl,https://www.bovag.nl/Leden/Haeck-Tweewielers,[]
J.A.P. Benschop Lopik B.V.,Graafdijk 2 C,3411 JW Lopik,0348 55 1200,info@janbenschop.nl,www.janbenschop.nl,https://www.bovag.nl/Leden/J-A-P-Benschop-Lopik-B-V,[]
The Bike Guru,Planetenweg 40 ,1973 BG IJmuiden,0255-515290,info@bikeguru.nl,www.bikeguru.nl,https://www.bovag.nl/Leden/The-Bike-Guru,[]
Albers Autobedrijf B.V.,Achterdijk 37 ,1191 JH Ouderkerk aan de Amstel,020-4967172,info@fordalbers.nl,www.fordalbers.nl,https://www.bovag.nl/Leden/Albers-Autobedrijf-B-V,[]
Scooterspot B.V.,Pilotenstraat 18 ,1059 CJ Amsterdam,020-4080850,info@scooterspot.nl,www.scooterspot.nl,https://www.bovag.nl/Leden/Scooterspot-B-V,[]
A.M.A. Bikker Motoren,Grotewaard 8 ,4225 PA Noordeloos,0183-582200,info@nolbikkermotoren.nl,www.nolbikkermotoren.nl,https://www.bovag.nl/Leden/A-M-A-Bikker-Motoren,[]
Automobielbedrijf Kees Vermeulen B.V.,Beatrijsweg 63 ,4791 EB Klundert,0168-402276,esther@seatvermeulen.nl,www.seatvermeulen.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Kees-Vermeulen-B-V,[]
Autobedrijf H. Glerum,Flierstraat 104 ,4926 AE Lage Zwaluwe,0168-482430,ja.glerum@wxs.nl,www.autobedrijfglerum.nl,https://www.bovag.nl/Leden/Autobedrijf-H-Glerum,[]
Autobedrijf Jan van den Dool,Noordzijde 26 -A,4225 PH Noordeloos,0183-582900,info@doolautos.nl,www.doolautos.nl,https://www.bovag.nl/Leden/Autobedrijf-Jan-van-den-Dool,[]
A.M. Hammerstein IJmuiden,Sluisplein 64 ,1975 AG IJmuiden,06-23917905,hammerstein@wxs.nl,www.hammersteintankstations.nl,https://www.bovag.nl/Leden/A-M-Hammerstein-IJmuiden,[]
Garage W.W. Smit B.V.,Ter Kleef 2 ,1081 AM Amsterdam,020-4265858,info@wwsmit.nl,www.wwsmit.nl,https://www.bovag.nl/Leden/Garage-W-W-Smit-B-V,[]
Dennis Nobel Tweewielers,Sierplein 1 ,1065 LM Amsterdam,020-4171441,info@nobeltweewielers.nl,www.nobeltweewielers.nl,https://www.bovag.nl/Leden/Dennis-Nobel-Tweewielers,[]
Algemene Amsterdamse Autoglasservice Topglas V.O.F.,Amstelveenseweg 700 ,1081 JJ Amsterdam,020-6430055,topglas@topglas.nl,www.topglas.nl,https://www.bovag.nl/Leden/Algemene-Amsterdamse-Autoglasservice-Topglas-V-O-F,[]
Autonieuw,Amstelveenseweg 702 ,1081 JJ Amsterdam,020-6423560,info@car-shipcleaning.nl,www.car-shipcleaning.nl,https://www.bovag.nl/Leden/Autonieuw,[]
Autorijschool Martin Post,Oranjestraat 86 ,1975 DD IJmuiden,0255-534702,martin.post@hetnet.nl,https://autorijschool-martin-post.business.site/,https://www.bovag.nl/Leden/Autorijschool-Martin-Post,[]
Estor B.V.,Havenweg 4 ,4671 RM DINTELOORD,06-20447058,administratie@estorbv.nl,,https://www.bovag.nl/Leden/Estor-B-V,[]
Autobedrijf Dudok B.V.,De Zwingel 10 ,4926 DC Lage Zwaluwe,0168-482390,info@autobedrijfdudok.nl,www.autobedrijfdudok.nl,https://www.bovag.nl/Leden/Autobedrijf-Dudok-B-V,[]
Autobedrijf van Miltenburg B.V.,Achthoven-Oost 20 ,3417 PD Montfoort,0348-471325,info@vanmiltenburg-auto.nl,www.vanmiltenburg-auto.nl,https://www.bovag.nl/Leden/Autobedrijf-van-Miltenburg-B-V,[]
De Graaf Automotive Service B.V.,Ambachtsweg 7 ,3381 LN Giessenburg,0184-653500,info@degraafautos.nl,www.degraafautos.nl,https://www.bovag.nl/Leden/De-Graaf-Automotive-Service-B-V,[]
De Graaf Automotive Handel B.V.,Ambachtsweg 5 ,3381 LN Giessenburg,0184-653500,info@degraafautos.nl,www.degraafautos.nl,https://www.bovag.nl/Leden/De-Graaf-Automotive-Handel-B-V,[]
Autobedrijf Bijlsma B.V.,Moerbergplantsoen 2 ,1972 XG IJmuiden,0255-511159,info@autobedrijfbijlsma.nl,www.autobedrijfbijlsma.nl,https://www.bovag.nl/Leden/Autobedrijf-Bijlsma-B-V,[]
Volvo Group Truck Center Amsterdam,Beiraweg 3 ,1047 HN Amsterdam,020-4803900,Erik.landzaat@volvo.com,www.volvotruckcenter.nl,https://www.bovag.nl/Leden/Volvo-Group-Truck-Center-Amsterdam,[]
De Haan Wielersport B.V.,Hoger Einde-Zuid 23 ,1191 AH Ouderkerk aan de Amstel,020-4961216,administratie@dehaanwielersport.nl,www.dehaanwielersport.nl,https://www.bovag.nl/Leden/De-Haan-Wielersport-B-V,[]
A. Donker Rijwiel en Scooterpalace BV,Marktplein 28 - 30,1972 GB IJmuiden,0255-514282,info@adonker.nl,www.adonker.nl,https://www.bovag.nl/Leden/A-Donker-Rijwiel-en-Scooterpalace-BV,[]
Automobielbedrijf Schoone B.V.,Oliemolenstraat 3 ,4791 JT Klundert,0168-402403,info@autobedrijfschoone.nl,www.autobedrijfschoone.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Schoone-B-V,[]
Rijschool BegeLeiden,Dorpsstraat 36 ,3451 BL Vleuten,06-14586030,Info@rijschoolbegeleiden.nl,www.rijschoolbegeleiden.nl,https://www.bovag.nl/Leden/Rijschool-BegeLeiden,[]
Garagebedrijf Markus,Nijverheidsweg 1 ,4311 RT Bruinisse,0111-481993,info@garagemarkusbru.nl,www.garagemarkusbru.nl,https://www.bovag.nl/Leden/Garagebedrijf-Markus,[]
Autobedrijf van Lopik B.V.,Rivierdijk 383 ,3372 BT Hardinxveld-Giessendam,0184-612982,info@vanlopik.nl,www.vanlopik.nl,https://www.bovag.nl/Leden/Autobedrijf-van-Lopik-B-V,[]
Autobedrijf J. Vossestein B.V.,Ter Aaseweg 8 ,3626 AA Nieuwer Ter Aa,0294-234449,info@vossestein.nl,www.vossestein.nl,https://www.bovag.nl/Leden/Autobedrijf-J-Vossestein-B-V,[]
Ekris Mini,De Corridor 23 ,3621 ZA Breukelen Ut,030-7557777,utrecht-mini@ekris.nl,www.ekris.nl,https://www.bovag.nl/Leden/Ekris-Mini,[]
Rubik Auto's V.O.F.,Dorpsweg 38 ,4311 RL Bruinisse,0111-769025,info@rubikautos.nl,www.rubikautos.nl,https://www.bovag.nl/Leden/Rubik-Auto-s-V-O-F,[]
Autobedrijf de Groot,Botersloot 59 ,4225 PS Noordeloos,0183-581425,info@degrootauto.nl,www.degrootauto.nl,https://www.bovag.nl/Leden/Autobedrijf-de-Groot,[]
Autobedrijf Kolmsberg,Molendijk 29 ,4671 BM Dinteloord,0167-523557,autobedrijfkolmsberg@12move.nl,www.autobedrijfkolmsberg.nl,https://www.bovag.nl/Leden/Autobedrijf-Kolmsberg,[]
CarHunters B.V.,Bolstoen 14 ,1046 AT Amsterdam,020-6116289,info@car-hunters.nl,www.car-hunters.nl,https://www.bovag.nl/Leden/CarHunters-B-V,[]
Firma van Dongen,Baken 38 ,4322 AG Scharendijke,0111-671327,firma.dongen@zeelandnet.nl,www.vandongentweewielers.nl,https://www.bovag.nl/Leden/Firma-van-Dongen,[]
Auto Kökcü B.V.,Poortland 262 ,1046 BD Amsterdam,020-3038754,info@autokokcu.nl,www.autokokcu.nl,https://www.bovag.nl/Leden/Auto-Kokcu-B-V,[]
Auto Hospitaal Taling,De Corridor 10 A,3621 ZB Breukelen Ut,0346-264900,info@autohospitaaltaling.nl,www.autohospitaaltaling.nl,https://www.bovag.nl/Leden/Auto-Hospitaal-Taling,[]
ASN Autoschade Service Amsterdam-West B.V.,Pleimuiden 4 ,1046 AG Amsterdam,020-4486767,amsterdam@asnmail.nl,www.asngroep.nl,https://www.bovag.nl/Leden/ASN-Autoschade-Service-Amsterdam-West-B-V,[]
A S T,Merwedeweg 11 ,3621 LP Breukelen Ut,0346-266174,info@ast-breukelen.nl,www.ast-breukelen.nl,https://www.bovag.nl/Leden/A-S-T,[]
Rijwielhandel Jan van Zuijlen Vleuten B.V.,Dorpsstraat 18 ,3451 BK Vleuten,030-6771373,info@vanzuijlen-tweewielers.nl,www.vanzuijlen-tweewielers.nl,https://www.bovag.nl/Leden/Rijwielhandel-Jan-van-Zuijlen-Vleuten-B-V,[]
Europcar Amsterdam West,Bolstoen 1 ,1046 AS Amsterdam,020-4111003,info@europcar.nl,www.europcar.nl,https://www.bovag.nl/Leden/Europcar-Amsterdam-West,[]
Automobielbedrijf Klaas Slomp,Dorpsweg 88 ,4223 NE Hoornaar,0183-582573,info@autobedrijfslomp.nl,www.autobedrijfslomp.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Klaas-Slomp,[]
Schouten Amsterdam,Bolstoen 1 ,1046 AS Amsterdam,088-0238888,werkplaatsamsterdam@ivecoschouten.nl,www.iveco-schouten.nl,https://www.bovag.nl/Leden/Schouten-Amsterdam,[]
Banierhuis Vleuterweide,Noorderburcht 18 ,3452 ME Vleuten,030-7607401,ban1@banierhuis.nl,www.banierhuis.nl,https://www.bovag.nl/Leden/Banierhuis-Vleuterweide,[]
Van der Bilt Autogas B.V.,Bolstoen 38 ,1046 AV Amsterdam,020-6145581,info@vanderbiltautogas.nl,www.vanderbiltautogas.nl,https://www.bovag.nl/Leden/Van-der-Bilt-Autogas-B-V,[]
Harley Davidson Amsterdam,Jarmuiden 43 ,1046 AE Amsterdam,020- 8334455,ron@harleydavidsonamsterdam.nl,www.harleydavidsonamsterdam.nl,https://www.bovag.nl/Leden/Harley-Davidson-Amsterdam-(1),[]
Autobedrijf Koelemeijer,Trompstraat 9 ,1971 AA IJmuiden,0255-520509,koelemeijer@planet.nl,www.autobedrijfkoelemeijer.nl,https://www.bovag.nl/Leden/Autobedrijf-Koelemeijer,[]
Autobedrijf Jan Bogert B.V.,Wipmolen 3 ,4671 HE Dinteloord,0167-524721,info@janbogert.nl,www.janbogert.nl,https://www.bovag.nl/Leden/Autobedrijf-Jan-Bogert-B-V,[]
JUIZZ B.V.,Parnassusweg 398 ,1081 LC Amsterdam,020-5158190,amsterdam@juizz.nl,www.juizz.nl,https://www.bovag.nl/Leden/JUIZZ-B-V,[]
Keystone Verkeerseducatie,Haarzichtlaan 32 ,3451 DR Vleuten,030-6336088,info@keystone.nu,www.keystone.nu,https://www.bovag.nl/Leden/Keystone-Verkeerseducatie,[]
Van Hees Automobielbedrijf B.V.,Schoolstraat 47 ,3451 AB Vleuten,030-6771203,post@vanheesauto.nl,www.vanheesauto.nl,https://www.bovag.nl/Leden/Van-Hees-Automobielbedrijf-B-V,[]
MOTOR city Amsterdam B.V.,Jarmuiden 31 ,1046 AC Amsterdam,020 - 480 80 10,info@motorcityamsterdam.nl,www.motorcityamsterdam.nl,https://www.bovag.nl/Leden/MOTOR-city-Amsterdam-B-V,[]
Autobedrijf B. Helmons,Karel Doormanstraat 8 A,4671 AD Dinteloord,0167-524035,info@autohelmons.nl,www.autohelmons.nl,https://www.bovag.nl/Leden/Autobedrijf-B-Helmons,[]
Auto Plaza Westpoort,Accason 3 ,1046 CG Amsterdam,020-6144449,info@autoplazawestpoort.nl,www.autoplazawestpoort.nl,https://www.bovag.nl/Leden/Auto-Plaza-Westpoort,[]
Luykx Amsterdam B.V.,Jarmuiden 29 ,1046 AC Amsterdam,020-6148933,info@autoluykx.nl,www.autoluykx.nl,https://www.bovag.nl/Leden/Luykx-Amsterdam-B-V,[]
Auto Roest B.V.,Parallelweg 1 ,4209 AA Schelluinen,0184-601233,info@autoroest.nl,www.autoroest.nl,https://www.bovag.nl/Leden/Auto-Roest-B-V,[]
Scania Nederland B.V.,Slego 4 ,1046 BM Amsterdam,020-4486810,michiel.van.bokhoven@scania.com,www.scania.nl,https://www.bovag.nl/Leden/Scania-Nederland-B-V-(3),[]
Ducati Amsterdam,Jarmuiden 10 ,1046 AD Amsterdam,020-6826493,info@ducatiamsterdam.nl,www.motortoer.com,https://www.bovag.nl/Leden/Ducati-Amsterdam,[]
Autogroep Ursem Barten Amsterdam,Sierenborch 20 ,1046 CJ Amsterdam,020-4114748,amsterdamwest@ursembarten.nl,www.ursembarten.nl,https://www.bovag.nl/Leden/Autogroep-Ursem-Barten-Amsterdam,[]
F & J Beumer B.V.  -  Bikeselect Amsterdam,Haarlemmermeerstraat 49 -53,1058 JP Amsterdam,020-6157188,info@beumerdejong.nl,www.beumer-de-jong.nl,https://www.bovag.nl/Leden/F-J-Beumer-B-V-Bikeselect-Amsterdam,[]
Janssen Van Kouwen Amsterdam-West,Baionen 10 ,1046 CK Amsterdam,020-5816200,info@janssenvankouwen.nl,www.janssenvankouwen.nl,https://www.bovag.nl/Leden/Janssen-Van-Kouwen-Amsterdam-West,[]
Autobedrijf Bogers B.V.,Steenbergseweg 98 ,4671 BJ Dinteloord,0167-522967,peter@autobedrijfbogers.nl,www.autobedrijfbogers.nl,https://www.bovag.nl/Leden/Autobedrijf-Bogers-B-V-(1),[]
Rosiervandenbosch Bedrijfswagens B.V.,Griendweg 10 ,4209 DB Schelluinen,0183-622355,irene.rosier@rosiervandenbosch.nl,www.rosiervandenbosch.nl,https://www.bovag.nl/Leden/Rosiervandenbosch-Bedrijfswagens-B-V-(2),[]
Louwman Dealerbedrijven B.V- Louwman Amsterdam West,Pelerin 1 ,1046 CC Amsterdam,020-5062200,toyota@louwman-amsterdam.nl,www.toyota-amsterdam-west.nl,https://www.bovag.nl/Leden/Louwman-Dealerbedrijven-B-V-Louwman-Amsterdam-West,[]
Autorijschool Alert,Burg Hogguerstraat 779 ,1064 EB Amsterdam,020-6185276,info@autorijschoolalert.nl,www.autorijschoolalert.nl,https://www.bovag.nl/Leden/Autorijschool-Alert,[]
Autobedrijf Knoop Breukelen B.V.,Karel Doormanweg 47 ,3621 JV Breukelen Ut,0346-266144,rein@knoopweb.nl,www.knoopweb.nl,https://www.bovag.nl/Leden/Autobedrijf-Knoop-Breukelen-B-V,[]
Auto-Motorrijschool Kok,Titus Brandsmastraat 33 ,3621 KA Breukelen Ut,0346-555724,autorijschoolkok@tele2.nl,https://www.rijschoolkok.nl,https://www.bovag.nl/Leden/Auto-Motorrijschool-Kok,[]
Shell Fijnaart,Parallelweg 2 ,4793 AZ Fijnaart,+31 168 464 432.,,,https://www.bovag.nl/Leden/Shell-Fijnaart,[]
Autobedrijf de Jong,Calandstraat 1 ,4251 NZ Werkendam,0183-502591,info@autobedrijfadejong.nl,www.autobedrijfadejong.nl,https://www.bovag.nl/Leden/Autobedrijf-de-Jong,[]
Koning Auto's,Bandijk 15 ,4251 NT Werkendam,0183-506700,info@koning-autos.nl,www.koning-autos.nl,https://www.bovag.nl/Leden/Koning-Auto-s,[]
Autobedrijf Schweitzer B.V.,'s Gravenlust 37 B,1981 AE Velsen-Zuid,0255-527222,info@autobedrijfschweitzer.nl,www.autobedrijfschweitzer.nl,https://www.bovag.nl/Leden/Autobedrijf-Schweitzer-B-V,[]
Automobielbedrijf Van Muijlwijk B.V.,Sportlaan 1 d,4209 AX Schelluinen,0183-621710,info@kiavanmuijlwijk.nl,www.kiavanmuijlwijk.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Van-Muijlwijk-B-V,[]
HB Autocentrum Werkendam,Biesboschhaven Zuid 17 a,4251 NM Werkendam,0183-501309,receptie@hbautocentrum.nl,www.hbautocentrum.nl,https://www.bovag.nl/Leden/HB-Autocentrum-Werkendam,[]
Thomas Autobedrijf,Zocherstraat 26 H,1054 LZ Amsterdam,020-6182805,thomas.cars@planet.nl,www.garageceesthomas.nl,https://www.bovag.nl/Leden/Thomas-Autobedrijf,[]
Arjan Quartel Auto's,Oude Beeck 4 ,4251 NP Werkendam,0183-730470,welkom@arjanquartelautos.nl,www.arjanquartelautos.nl,https://www.bovag.nl/Leden/Arjan-Quartel-Auto-s,[]
Europcar Amsterdam RAI,Europaboulevard 10 ,1083 AD Amsterdam,020-4090900,amsterdamrai@europcar.nl,www.europcar.nl,https://www.bovag.nl/Leden/Europcar-Amsterdam-RAI,[]
Autorijschool Bryan,Fazantenkamp 45 ,3607 CB Maarssen,0346-565736,info@autorijschoolbryan.nl,www.autorijschoolbryan.nl,https://www.bovag.nl/Leden/Autorijschool-Bryan,[]
Klaver Tweewielers,Baarsjesweg 263 -264,1058 AC Amsterdam,020-6163128,info@klaver2wielers.nl,www.klavertweewielers.nl,https://www.bovag.nl/Leden/Klaver-Tweewielers,[]
Garage de Westhoek,Wilhelminastraat 20 ,4793 EN Fijnaart,0168-462630,info@garagedewesthoek.nl,www.garagedewesthoek.nl,https://www.bovag.nl/Leden/Garage-de-Westhoek,[]
Kapper H. Bakker Autoverhuur,Hoofdweg 131 ,1057 CN Amsterdam,020-6124047,info@kapperbakker.nl,www.kapperbakker.nl,https://www.bovag.nl/Leden/Kapper-H-Bakker-Autoverhuur,[]
Rent-Wise,Hoofdweg 139 ,1057 CN Amsterdam,020-6161388,info@delugt.nl,https://www.delugt.nl,https://www.bovag.nl/Leden/Rent-Wise,[]
Garage Verspui,Hoge Giessen 4 ,4223 MB Hoornaar,0183-582515,verspui@verspui.nl,www.verspui.nl,https://www.bovag.nl/Leden/Garage-Verspui,[]
Broekhuis Utrecht B.V.,De Heldinnenlaan 215 ,3543 MB Utrecht,030-8507500,utrecht@broekhuis.nl,www.broekhuis.nl,https://www.bovag.nl/Leden/Broekhuis-Utrecht-B-V,[]
AutoUnit B.V.,De Heldinnenlaan 207 ,3543 MB Utrecht,0348-430100,info@autounit.nl,www.autounit.nl,https://www.bovag.nl/Leden/AutoUnit-B-V,[]
Street Bikes,Patrijsstraat 2 a,4793 HV Fijnaart,0168-463883,info@streetbikes.nl,www.streetbikes.nl,https://www.bovag.nl/Leden/Street-Bikes,[]
Kassteele Tweewielers,Kloosterweg 44 ,4317 NH Noordgouwe,0111-453137,info@kassteele-tweewielers.nl,www.kassteele-tweewielers.nl,https://www.bovag.nl/Leden/Kassteele-Tweewielers,[]
Hertz Amsterdam Centrum,Overtoom 333 ,1054 JM Amsterdam,020-6122441,neams60@hertz.com,www.hertz.com,https://www.bovag.nl/Leden/Hertz-Amsterdam-Centrum,[]
Autorijschool Vechtzicht,Straatweg 26 ,3621 BN Breukelen Ut,651789477,info@rijschoolvechtzicht.nl,www.rijschoolvechtzicht.nl,https://www.bovag.nl/Leden/Autorijschool-Vechtzicht,[]
Auto Londen De Meern B.V.,Mauritslaan 2 ,3454 XS De Meern,030-6666688,frank@autolonden.nl,www.autolonden.nl,https://www.bovag.nl/Leden/Auto-Londen-De-Meern-B-V,[]
Autobedrijf Oosterland,Van den Abeelestraat 6 ,4307 BN Oosterland,0111-642200,auto-oosterland@solcon.nl,,https://www.bovag.nl/Leden/Autobedrijf-Oosterland,[]
Wiel Tot Wiel B.V.,Jan Pieter Heijestraat 154 -160,1054 MK Amsterdam,020-6850633,info@wieltotwiel.nl,www.wieltotwiel.nl,https://www.bovag.nl/Leden/Wiel-Tot-Wiel-B-V,[]
Broekhuis Utrecht 2 B.V.,Meijewetering 41 ,3543 AA Utrecht,030-2411440,volvoleidscherijn@broekhuis.nl,www.broekhuis.nl,https://www.bovag.nl/Leden/Broekhuis-Utrecht-2-B-V,[]
W.C. Ista & Zoon,Sint Joostdijk 41 ,4307 AR Oosterland,0111-641495,ista@zeelandnet.nl,www.ista-auto.nl,https://www.bovag.nl/Leden/W-C-Ista-Zoon,[]
Automobielbedrijf Kooijman Utrecht B.V.,Meijewetering 39 ,3543 AA Utrecht,030-2660044,info@kooijmanutrecht.nl,www.kooijmanutrecht.nl,https://www.bovag.nl/Leden/Automobielbedrijf-Kooijman-Utrecht-B-V,[]
Caravan Camperservice Meerkerk,Ambachtstraat 8 ,4231 DP Meerkerk,0183-356244,info@jaspersschadeservice.nl,www.ccsmeerkerk.nl,https://www.bovag.nl/Leden/Caravan-Camperservice-Meerkerk,[]
